City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
334,Dhidhdhoo,MV,81.59,clear sky,6.8833,73.1,Dhidhoo beach
335,Dakar,SN,81.48,clear sky,14.6937,-17.4441,Novotel Dakar
336,New Cumnock,GB,46.13,broken clouds,55.3956,-4.1846,"Lochside House Hotel, Lodges and Spa"
337,Nouadhibou,MR,69.78,sand,20.931,-17.0347,El Medina
339,Rivadavia,AR,75.67,scattered clouds,-33.1905,-68.4608,Posada Del Fin Del Mundo
343,Constitucion,CL,67.93,scattered clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
344,Luganville,VU,77.68,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
346,Inongo,CD,80.24,few clouds,-1.95,18.2667,Hotel Du Lac
347,Aripuana,BR,77.31,overcast clouds,-9.1667,-60.6333,
348,San Carlos De Bariloche,AR,55.15,scattered clouds,-41.1456,-71.3082,Hotel Patagonia
349,Alyangula,AU,80.47,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
350,Warwick,US,42.66,broken clouds,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
353,Butembo,CD,65.64,broken clouds,0.15,29.2833,Hotel Butembo
354,Erzin,TR,52.32,scattered clouds,36.9559,36.2,Artemis Otel
355,Kasangulu,CD,88.68,scattered clouds,-4.5911,15.1708,Hôtel le Relais
356,Labuhan,ID,77.77,overcast clouds,-6.8844,112.2051,DoubleFAG
357,Faya,SA,62.71,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
358,Taguatinga,BR,85.15,broken clouds,-12.3857,-46.5711,
359,Rocha,UY,89.65,moderate rain,-34.4833,-54.3333,Hotel Arrarte
360,Ancud,CL,61.43,light rain,-41.8697,-73.8203,Hotel Arena Gruesa
361,Dekar,BW,70.63,light rain,-21.5333,21.9333,
362,Along,IN,57.72,broken clouds,28.1667,94.7667,Hotel West
365,Buchanan,LR,87.76,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
366,Manresa,ES,55.22,overcast clouds,41.725,1.8266,Hotel 1948 Manresa
367,Meulaboh,ID,77.0,overcast clouds,4.1363,96.1285,Kost Pria
368,Laguna,US,48.2,overcast clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
369,Rio Gallegos,AR,53.65,broken clouds,-51.6226,-69.2181,Hotel Santa Cruz
371,Tukrah,LY,61.84,broken clouds,32.5341,20.5791,Lagrota restaurant
373,Arrifes,PT,64.24,broken clouds,37.7667,-25.7,Hotel Ponta Delgada
374,Port Hardy,CA,47.75,broken clouds,50.6996,-127.4199,Airport Inn-Port Hardy
375,Myitkyina,MM,61.84,broken clouds,25.3833,97.4,Shwe Phyu Hotel
378,Georgetown,MY,78.73,scattered clouds,5.4112,100.3354,Cititel Penang
380,Torrijos,ES,52.84,overcast clouds,39.9819,-4.2835,Hotel La Salve
381,Jacareacanga,BR,76.68,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
382,Palu,ID,75.61,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
386,Kavieng,PG,81.3,light rain,-2.5744,150.7967,Nusa Island Retreat
388,Campbell River,CA,45.28,few clouds,50.0163,-125.2446,Anchor Inn & Suites
389,Kieta,PG,79.36,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
390,Chicama,PE,72.14,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
392,Samarai,PG,82.6,overcast clouds,-10.6167,150.6667,Nuli Sapi
393,Itagiba,BR,78.78,light rain,-14.2836,-39.8428,KALIBA BAR Pousada e Restaurante
396,Klaksvik,FO,43.72,few clouds,62.2266,-6.589,Airbnb rooms
397,Avera,US,69.75,broken clouds,33.194,-82.5271,
398,Miranda,CO,78.66,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
399,Sao Joao Da Barra,BR,89.69,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
400,Acarau,BR,86.38,overcast clouds,-2.8856,-40.12,castelo pizzaria
401,Necochea,AR,84.04,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
402,Port Blair,IN,78.84,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
403,Nouakchott,MR,78.73,clear sky,18.0858,-15.9785,HOTEL IMAN
404,Mirabad,AF,72.21,scattered clouds,30.4362,61.8383,
405,Manaus,BR,82.9,light rain,-3.1019,-60.025,Manaus Hotéis Millennium
406,Tessalit,ML,77.74,clear sky,20.1986,1.0114,
408,Gat,IL,60.4,clear sky,31.61,34.7642,OlusHome
409,Byron Bay,AU,73.87,overcast clouds,-28.65,153.6167,Backpackers Inn
410,Mayumba,GA,80.62,light rain,-3.432,10.6554,LIKWALE LODGE
411,Filadelfia,US,52.45,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
412,Amsterdam,NL,42.12,clear sky,52.374,4.8897,INK Hotel Amsterdam - MGallery
417,Kulhudhuffushi,MV,81.41,clear sky,6.6221,73.07,Haajy Guest House 1
418,Meadow Lake,US,50.07,broken clouds,34.8014,-106.5436,TumbleWeed RV Park
419,Coihueco,CL,72.34,clear sky,-36.6167,-71.8333,Frutillares Centro Coihueco
420,Ruteng,ID,62.55,scattered clouds,-8.6136,120.4721,Hotel FX 72
422,Priego De Cordoba,ES,52.75,overcast clouds,37.4381,-4.1952,Hotel Las Rosas
424,Moron,AR,77.97,moderate rain,-34.6534,-58.6198,Hotel Morón
426,Puerto Escondido,MX,86.38,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
427,Goderich,CA,40.91,overcast clouds,43.7501,-81.7165,Harmony Inn
428,Rancho Palos Verdes,US,58.51,clear sky,33.7445,-118.387,Terranea Resort
429,Mount Isa,AU,87.57,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
430,Pemex,MX,86.2,few clouds,18.4395,-96.3461,Hotel Alquimia Premier
432,Oistins,BB,84.29,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
433,Nata,PA,89.47,broken clouds,8.3333,-80.5167,Rey David
434,Kathu,TH,85.69,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
435,Abu Kamal,SY,57.81,broken clouds,34.4506,40.9171,محطة التلفاز
436,Kudahuvadhoo,MV,81.84,clear sky,2.6708,72.8944,Niyama Private Islands Maldives
437,Koungou,YT,82.11,light rain,-12.7336,45.2042,Villa Netibor
438,Kasongo,CD,66.06,light rain,-4.45,26.6667,Guest Hôtel
442,Saint-Joseph,RE,79.18,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
444,Lure,FR,42.17,clear sky,47.75,6.5,Gîte Les Tourbières Belmont
445,Urcos,PE,64.29,overcast clouds,-13.6861,-71.6228,Qali Samanawasi
447,Autazes,BR,78.31,light rain,-3.5797,-59.1306,Hotel Tupinambá
448,Zaraza,VE,97.02,broken clouds,9.3503,-65.3245,Hotel Zaraza
449,Cerrito,CO,61.99,overcast clouds,6.8432,-72.694,Yariseth juliana
450,Nurota,UZ,46.49,scattered clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
451,Turbat,PK,73.11,broken clouds,26.0023,63.044,Mubashar Quarters
452,Villarrica,PY,100.17,clear sky,-25.75,-56.4333,Mansión Reljuv Tours SA
453,Shache,CN,47.95,overcast clouds,38.4167,77.2406,Delong Hotel
454,Tianpeng,CN,57.67,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
455,North Myrtle Beach,US,76.28,clear sky,33.816,-78.68,Avista Resort
458,Meghraj,IN,75.9,clear sky,23.5,73.5,Arvalli Society meghraj
459,Tura,IN,65.5,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
461,Cururupu,BR,77.9,light rain,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
462,Alofi,NU,78.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
463,Plettenberg Bay,ZA,69.08,clear sky,-34.0527,23.3716,Thanda Vista B&B
464,Grenada,ES,54.55,few clouds,37.1882,-3.6067,HOTEL REINA CRISTINA
465,Rehnan,IR,49.51,scattered clouds,32.6846,51.6013,هتل
466,Hami,CN,42.31,scattered clouds,42.8,93.45,Laoyutang Resort
467,Alliance,US,63.0,overcast clouds,40.9153,-81.1059,"Holiday Inn Express & Suites Alliance, an IHG Hotel"
468,Chiredzi,ZW,78.94,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
469,Nautla,MX,80.01,few clouds,20.2167,-96.7833,Casa Blanca
470,Kaeo,NZ,67.32,overcast clouds,-35.1,173.7833,Bushido Lodge
471,Okitipupa,NG,82.27,scattered clouds,6.5047,4.7839,Coastal Hotel & Suites
472,Inhambane,MZ,78.78,moderate rain,-23.865,35.3833,Oceano
473,Colon,PA,92.25,broken clouds,9.3592,-79.9014,Sand Diamond Hotel
475,Mpika,ZM,63.39,light rain,-11.8343,31.4529,Melodies Lodge
476,Goianinha,BR,86.81,broken clouds,-6.2647,-35.2125,Pousada Visão
477,Trinidad,BO,87.78,broken clouds,-14.8333,-64.9,Hotel Piesta
478,Kavaratti,IN,82.76,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
479,Barcelos,PT,55.29,broken clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
481,Weru,ID,75.72,overcast clouds,-6.711,108.5037,ASTON Cirebon Hotel & Convention Center
484,Coos Bay,US,46.85,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
485,Mendi,PG,56.97,overcast clouds,-6.1761,143.6513,Kiburu Lodge
487,Taltal,CL,72.28,few clouds,-25.4,-70.4833,Residencial Karime
488,Bambanglipuro,ID,76.33,overcast clouds,-7.95,110.2833,Puri Brata
490,Casino,AU,71.55,overcast clouds,-28.8667,153.05,Squatters Homestead Motel
491,Qandala,SO,76.8,few clouds,11.472,49.8728,
494,Nioro,GM,96.03,broken clouds,13.35,-15.75,
497,Monte Gordo,PT,57.25,broken clouds,37.1819,-7.4523,Alcazar Hotel & Spa
500,Las Vegas,US,55.18,clear sky,36.175,-115.1372,Plaza Hotel & Casino
501,San Policarpo,PH,78.3,overcast clouds,12.1791,125.5072,Agapita M. Nicart
502,Koumac,NC,77.61,broken clouds,-20.5667,164.2833,Le Monitel
504,Port Lincoln,AU,62.47,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
505,Kabinda,CD,68.38,light rain,-6.1333,24.4833,Village Mianda Mutole
506,Ouadda,CF,83.52,few clouds,8.0777,22.4007,
507,Coahuayana,MX,90.88,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
509,Russell,US,76.91,clear sky,32.3502,-85.1999,Macs
510,Consett,GB,40.42,clear sky,54.854,-1.8316,Derwent Manor Boutique Hotel
511,Saint-Pierre,RE,80.28,broken clouds,-21.3393,55.4781,Lindsey Hôtel
512,Pangkalanbuun,ID,75.04,light rain,-2.6833,111.6167,Grand Kecubung Hotel
513,Abu Samrah,SY,49.08,overcast clouds,35.3029,37.1841,
514,Liuzhou,CN,68.02,overcast clouds,24.3126,109.3892,Linjiang Inn
516,El Alto,PE,83.86,overcast clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
517,Camacha,PT,63.54,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
518,Horsham,GB,44.92,broken clouds,51.064,-0.3272,Springfields Hotel
519,Kruisfontein,ZA,68.77,clear sky,-34.0033,24.7314,Oyster Bay House Rental
521,Baikunthpur,IN,64.06,clear sky,23.25,82.55,Hotel Shree Annapurna
522,Nosy Varika,MG,76.06,moderate rain,-20.5833,48.5333,Hotel Volazara
523,Chilca,PE,79.09,overcast clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
524,Guaratuba,BR,94.05,clear sky,-25.8828,-48.5747,Hotel Santa Paula
525,Riyadh,SA,68.14,scattered clouds,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
526,Ranong,TH,77.43,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
527,Fukue,JP,45.1,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
528,Ouallam,NE,90.63,overcast clouds,14.3188,2.0866,
529,Bulawayo,ZW,73.2,clear sky,-20.15,28.5833,4 On Housman Backpackers
531,Inverness,GB,44.58,few clouds,57.4791,-4.224,Glen Mhor Hotel & Apartments
532,Limbang,MY,75.51,light rain,4.75,115.0,Purnama Hotel
533,Rio Grande,BR,89.71,heavy intensity rain,-32.035,-52.0986,Hotel Atlântico Rio Grande
535,Kifri,IQ,56.35,broken clouds,34.6959,44.9661,Layla jasm
536,Wisconsin Rapids,US,40.55,overcast clouds,44.3836,-89.8174,Hotel Mead & Conference Center
537,San Juan De Uraba,CO,82.69,overcast clouds,8.7592,-76.5297,Hotel Cerro De Zumba
538,Mackay,AU,83.68,scattered clouds,-21.15,149.2,International Lodge Motel
539,Boa Viagem,BR,86.85,overcast clouds,-5.1275,-39.7322,Inn and Steakhouse Aconchego
540,Colorado Springs,US,50.94,broken clouds,38.8339,-104.8214,"The Antlers, A Wyndham Hotel"
542,Iracoubo,GF,76.51,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
543,Jibuti,DJ,76.42,few clouds,11.5,42.5,Orchid Main Camp Goubet
544,Almaty,KZ,49.91,broken clouds,43.25,76.95,Holiday Inn Almaty
545,Comodoro Rivadavia,AR,69.66,few clouds,-45.8667,-67.5,Austral Hotel
546,Poum,NC,80.8,broken clouds,-20.2333,164.0167,
547,San Andres,CO,84.22,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
550,Tiarei,PF,82.42,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
551,Chontalpa,MX,80.01,scattered clouds,17.7,-93.5167,
552,Savannah Bight,HN,82.45,broken clouds,16.45,-85.85,Villa on Dunbar Rock
553,Abomsa,ET,72.23,broken clouds,9.9833,39.9833,
555,Angoche,MZ,78.76,scattered clouds,-16.2325,39.9086,Guest House HESADA
556,Mpulungu,ZM,74.84,overcast clouds,-8.7623,31.1141,Chela moche guest house
557,Porto Santo,PT,66.31,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
558,Goundi,TD,90.77,broken clouds,9.3627,17.366,
559,Urucara,BR,79.18,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
561,Feijo,BR,90.21,overcast clouds,-8.1642,-70.3536,Hotel e Restaurante Aҫai
562,Muzaffarabad,PK,59.63,overcast clouds,34.37,73.4711,Pearl Continental Muzaffarabad
563,Chapada Dos Guimaraes,BR,78.46,scattered clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
565,Bara,NG,88.59,scattered clouds,10.3744,10.7288,
566,Kaduqli,SD,88.21,scattered clouds,11.0167,29.7167,Nussyba
567,Lazaro Cardenas,MX,83.93,clear sky,17.9583,-102.2,quinta antigua
568,Jishou,CN,53.26,overcast clouds,28.3167,109.7167,7 Days Inn
569,Havelock,US,71.98,clear sky,34.8791,-76.9013,Sherwood Motel
570,Canavieiras,BR,85.96,overcast clouds,-15.675,-38.9472,Bahiadomizil
571,Xapuri,BR,88.45,light rain,-10.6517,-68.5044,Pousada dos Chapurys
572,Margate,GB,43.97,light rain,51.3813,1.3862,Premier Inn Margate hotel
573,Swellendam,ZA,73.27,scattered clouds,-34.0226,20.4417,De Kloof Luxury Estate boutique Hotel & SPA
574,Pangai,TO,81.59,moderate rain,-19.8,-174.35,Ha'apai Beach Resort
575,Komsomolskiy,UZ,57.92,broken clouds,40.4272,71.7189,Ikathouse
576,Eureka,US,48.2,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
577,Maridi,SS,84.04,scattered clouds,4.9158,29.4742,
578,Pinheiro Machado,BR,83.98,light rain,-31.5783,-53.3811,Hotel e Restaurante Quitandinha
579,Buin,CL,83.05,overcast clouds,-33.7333,-70.75,Paihuen
580,Oruro,BO,59.49,scattered clouds,-17.9833,-67.15,Eden by BlueBay
581,Timizart,DZ,48.36,broken clouds,36.8,4.2667,yefssah restaurant
582,Temba,ZA,71.44,broken clouds,-25.3803,28.2631,Gene's Guesthouse
583,Bud,US,73.49,clear sky,39.447,-86.1758,Ted McQuinn Trust
584,Vila Franca Do Campo,PT,66.2,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
586,Fram,PY,95.59,scattered clouds,-26.9833,-55.8833,Albergue Ja'umina
587,Rawson,AR,68.94,clear sky,-43.3002,-65.1023,Hosteria Sampedro
589,Paso De Carrasco,UY,77.25,light rain,-34.8603,-56.0522,Hotel Sofitel Montevideo Casino Carrasco and Spa
590,Ler,SS,92.86,few clouds,8.3018,30.1418,Leer Humanitarian Hub
592,Granja,BR,87.49,heavy intensity rain,-3.1203,-40.8261,Pousada Casa Grande
593,Payo,ID,73.72,overcast clouds,-3.7508,103.6372,Mess keban agung
594,Port Angeles,US,47.43,clear sky,48.1181,-123.4307,Red Lion Hotel Port Angeles Harbor
598,Cayenne,GF,78.84,light rain,4.9333,-52.3333,Hôtel Le Dronmi
599,Colares,PT,53.98,light rain,38.7992,-9.4469,Arribas Sintra Hotel
600,Quang Ngai,VN,71.15,few clouds,15.1167,108.8,Central Hotel
602,Am Timan,TD,94.68,broken clouds,11.0297,20.2827,Palais du chef Canton Salamt
604,Houma,US,80.01,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
605,Novo Aripuana,BR,76.6,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
606,Karpathos,GR,58.96,scattered clouds,35.507,27.2132,Alex
607,Merauke,ID,77.56,moderate rain,-8.4667,140.3333,
608,Ambilobe,MG,73.78,moderate rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
609,Pemba,MZ,80.98,scattered clouds,-12.974,40.5178,Guesthouse Samotina
610,Itamaraca,BR,83.08,overcast clouds,-7.7478,-34.8256,Special K's Bed & Breakfast
612,Algiers,DZ,55.22,scattered clouds,36.7525,3.042,Sofitel Algiers Hamma Garden
614,Black River,JM,86.99,scattered clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
615,Barranca,PE,77.27,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
617,Yumen,CN,41.07,scattered clouds,40.2833,97.2,
618,Yulara,AU,78.64,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
619,San Patricio,US,82.02,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
624,Beloha,MG,74.14,few clouds,-25.1667,45.05,
626,Bhag,PK,76.73,overcast clouds,29.0415,67.8239,Bukhari hotl
627,Wagar,SD,82.09,overcast clouds,16.1525,36.2032,
628,Tamandare,BR,76.8,light rain,-8.7597,-35.1047,Pousada 100 Passos
629,Amapa,BR,76.39,moderate rain,1.0,-52.0,
630,Key West,US,84.2,broken clouds,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
631,Chake Chake,TZ,79.3,broken clouds,-5.2459,39.7666,Hotel Archipelago
632,San Juan,AR,84.43,scattered clouds,-31.5375,-68.5364,Hotel Provincial
633,Mogadishu,SO,78.58,broken clouds,2.0371,45.3438,Hotel Juba
635,Nizwa,OM,75.96,scattered clouds,22.9333,57.5333,Orient Apartments
636,Banda Aceh,ID,77.97,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
638,Poya,NC,75.74,broken clouds,-21.35,165.15,
641,San Luis,AR,73.56,broken clouds,-33.295,-66.3356,Huarpes Hotel
642,Balikpapan,ID,72.59,light rain,-1.2675,116.8289,Swiss-Belhotel Balikpapan
644,Eyl,SO,77.31,few clouds,7.9803,49.8164,Amiin Hotel
645,Shiraz,IR,54.84,clear sky,29.6036,52.5388,Shams Hotel
647,San Quintin,MX,59.07,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
648,Bauchi,NG,86.95,broken clouds,10.5,10.0,
649,Maneadero,MX,58.19,overcast clouds,31.7167,-116.5667,Casa De Thompson
650,Namatanai,PG,79.11,light rain,-3.6667,152.4333,Seagulls Inn Namatani
652,Catalina,US,61.66,clear sky,32.5056,-110.9211,Miraval Arizona Resort & Spa
656,Virginia Beach,US,63.01,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
659,Mtwara,TZ,79.36,overcast clouds,-10.2667,40.1833,TIL Hotels Mtwara
660,Carutapera,BR,80.98,overcast clouds,-1.195,-46.02,Lidera
662,Alghero,IT,51.89,clear sky,40.5589,8.3181,Smy Carlos V Alghero
663,Astoria,US,46.94,broken clouds,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
665,Tsabong,BW,73.29,light rain,-26.0217,22.401,Springbok Motel
666,Den Helder,NL,40.98,few clouds,52.9599,4.7593,Hotel Den Helder
668,Ihosy,MG,70.09,clear sky,-22.4,46.1167,Hotely Sariaka
670,Yomou,GN,87.8,scattered clouds,7.5603,-9.2653,
671,Nihtaur,IN,60.98,scattered clouds,29.3333,78.3833,Ashu
672,Moussoro,TD,94.86,broken clouds,13.6408,16.4901,Hôtel Salama
674,Kokologo,BF,98.46,scattered clouds,12.1897,-1.8856,
675,Ucluelet,CA,43.09,clear sky,48.9329,-125.5528,Black Rock Oceanfront Resort
676,Agadez,NE,85.1,overcast clouds,19.75,10.25,
680,Anantapur,IN,78.44,scattered clouds,14.6833,77.6,Hotel Gpr grand
681,Batemans Bay,AU,68.2,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
682,Manado,ID,74.17,few clouds,1.487,124.8455,Aryaduta Hotel
683,San,ML,94.6,scattered clouds,13.3034,-4.8956,Hôtel Teriya
684,Gouyave,GD,84.97,broken clouds,12.1646,-61.7296,Rumboat Retreat
687,Santa Isabel,BR,90.7,broken clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
688,Iacu,BR,83.55,overcast clouds,-12.7672,-40.2117,Pousada e Restaurante Portal da Chapada
689,Puerto Ayacucho,VE,91.18,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
690,Catuday,PH,77.47,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
691,Vesoul,FR,44.83,clear sky,47.5833,5.8333,Camping Municipal La Louvière
692,Dire,ML,98.06,clear sky,12.2833,-10.9667,
693,Rio De Janeiro,BR,93.15,few clouds,-22.9028,-43.2075,Hotel cruz de ouro
